"document_id","field_name","status","answer_raw","answer_normalized","matched_expression","representative_source_type","representative_location","source_excerpt_redacted","additional_locations","confidence","review_reason","decision_note","source_review_completed","source_review_method","reviewer","source_context_note","discarded_candidates","discarded_reason"
"RFP-000059","제출 방식","external_reference","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출","body_sentence","{""document_id"":""RFP-000059"",""file"":""전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.md"",""heading"":""❍ 제안서 제출 일정 및 방법 : 입찰공고문 참조"",""line"":1226}","❍ 제안서 제출 일정 및 방법 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출 일정 및 방법 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000063","제출 방식","external_reference","제출기한 및 제출방법 : ”입찰공고문” 참조","제출기한 및 제출방법 : ”입찰공고문” 참조","제출방법","body_sentence","{""document_id"":""RFP-000063"",""file"":""축산물품질평가원_꿀 품질평가 전산시스템 기능개선 사업.md"",""heading"":""❍ 제출기한 및 제출방법 : ”입찰공고문” 참조"",""line"":1371}","❍ 제출기한 및 제출방법 : ”입찰공고문” 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출방법 : ”입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000064","제출 방식","external_reference","제출기한 및 제출방법 : ”입찰공고문” 참조","제출기한 및 제출방법 : ”입찰공고문” 참조","제출방법","body_sentence","{""document_id"":""RFP-000064"",""file"":""축산물품질평가원_축산물이력관리시스템 개선(정보화 사업).md"",""heading"":""❍ 제출기한 및 제출방법 : ”입찰공고문” 참조"",""line"":1490}","❍ 제출기한 및 제출방법 : ”입찰공고문” 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출방법 : ”입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000071","제출 방식","external_reference","제안서 제출 및 등록서류 : “입찰공고문”에 의함","제안서 제출 및 등록서류 : “입찰공고문”에 의함","제안서 제출","body_sentence","{""document_id"":""RFP-000071"",""file"":""한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.md"",""heading"":""### 제안서 제출 및 등록서류 : “입찰공고문”에 의함"",""line"":1647}","### 제안서 제출 및 등록서류 : “입찰공고문”에 의함","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출 및 등록서류 : “입찰공고문”에 의함’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000076","제출 방식","external_reference","제안서 제출방법은 입찰공고문에 따름","제안서 제출방법은 입찰공고문에 따름","제안서 제출방법","body_sentence","{""document_id"":""RFP-000076"",""file"":""한국보육진흥원_연차별 자율 품질관리 시스템 기능개선.md"",""heading"":""## □ 제안서 제출방법은 입찰공고문에 따름"",""line"":1321}","## □ 제안서 제출방법은 입찰공고문에 따름","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출방법은 입찰공고문에 따름’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000076","필수 제출 서류","external_reference","(제출서류) 「입찰공고문」참조","[""(제출서류) 「입찰공고문」참조""]","제출서류","body_sentence","{""document_id"":""RFP-000076"",""file"":""한국보육진흥원_연차별 자율 품질관리 시스템 기능개선.md"",""heading"":""### ❍ (제출서류) 「입찰공고문」참조"",""line"":1177}","### ❍ (제출서류) 「입찰공고문」참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘(제출서류) 「입찰공고문」참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000077","제출 방식","external_reference","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출 일정 및 방법 : 입찰공고문 참조","제안서 제출","body_sentence","{""document_id"":""RFP-000077"",""file"":""한국사학진흥재단_대학재정정보시스템(기본재산 및 기채 사후관리) 고.md"",""heading"":""7. 제안서 제출 일정 및 방법 : 입찰공고문 참조"",""line"":1638}","7. 제안서 제출 일정 및 방법 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출 일정 및 방법 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000077","필수 제출 서류","external_reference","제출서류 : 입찰공고문 참조","[""제출서류 : 입찰공고문 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000077"",""file"":""한국사학진흥재단_대학재정정보시스템(기본재산 및 기채 사후관리) 고.md"",""heading"":""6. 제출서류 : 입찰공고문 참조"",""line"":1636}","6. 제출서류 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘제출서류 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000078","필수 제출 서류","external_reference","제출서류 및 구비서류 : ‘입찰공고문‘에 따름","[""제출서류 및 구비서류 : ‘입찰공고문‘에 따름""]","제출서류","body_sentence","{""document_id"":""RFP-000078"",""file"":""한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.md"",""heading"":""### ❍ 제출서류 및 구비서류 : ‘입찰공고문‘에 따름"",""line"":797}","### ❍ 제출서류 및 구비서류 : ‘입찰공고문‘에 따름","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘제출서류 및 구비서류 : ‘입찰공고문‘에 따름’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","필수 제출 서류 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000080","제출 방식","external_reference","제안서 제출기한, 제출방법, 제출처는 입찰공고 참조","제안서 제출기한, 제출방법, 제출처는 입찰공고 참조","제안서 제출","body_sentence","{""document_id"":""RFP-000080"",""file"":""한국산업인력공단_RFID기반 국가자격 시험 결과물 스마트 관리시스템 도.md"",""heading"":""가. 제안서 제출 : 제출기한, 제출방법, 제출처는 입찰공고 참조"",""line"":937}","가. 제안서 제출 : 제출기한, 제출방법, 제출처는 입찰공고 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출기한, 제출방법, 제출처는 입찰공고 참조’라고 안내되어 있습니다. 실제 값은 입찰공고을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000084","참가 자격(면허·실적)","external_reference","제안참가 자격 : 입찰공고문에 따름","[""제안참가 자격 : 입찰공고문에 따름""]","제안참가 자격","front_matter","{""document_id"":""RFP-000084"",""file"":""한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.md"",""heading"":""1.1.2 제안참가 자격 : 입찰공고문에 따름"",""line"":63}","1.1.2 제안참가 자격 : 입찰공고문에 따름","","semantic_reviewed","현재 문서에는 참가 자격(면허·실적)의 실제 값 대신 ‘제안참가 자격 : 입찰공고문에 따름’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","참가 자격(면허·실적) 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000086","제출 방식","external_reference","제출방법: 입찰공고문 참조","제출방법: 입찰공고문 참조","제출방법","body_sentence","{""document_id"":""RFP-000086"",""file"":""한국수자원조사기술원_수문자료정보관리시스템(HDIMS) 재구축 용역(3단계.md"",""heading"":""□ 제출방법: 입찰공고문 참조"",""line"":1178}","□ 제출방법: 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출방법: 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000090","제출 방식","external_reference","제출방법 : “입찰공고문” 참조","제출방법 : “입찰공고문” 참조","제출방법","body_sentence","{""document_id"":""RFP-000090"",""file"":""한국연구재단_2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선.md"",""heading"":""□ 제출방법 : “입찰공고문” 참조"",""line"":1543}","□ 제출방법 : “입찰공고문” 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출방법 : “입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000091","제출 방식","external_reference","“입찰공고문” 참조","“입찰공고문” 참조","제안서 제출 방법","body_sentence","{""document_id"":""RFP-000091"",""file"":""한국원자력연구원_한국원자력연구원 선량평가시스템 고도화.md"",""heading"":""○ “입찰공고문” 참조"",""line"":663}","○ “입찰공고문” 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘“입찰공고문” 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000092","제출 방식","external_reference","제출기한 및 제출방법 : ‘입찰공고서’ 참조","제출기한 및 제출방법 : ‘입찰공고서’ 참조","제출방법","body_sentence","{""document_id"":""RFP-000092"",""file"":""한국재정정보원_e나라도움 업무시스템 웹 접근성 컨설팅.md"",""heading"":""ㅇ 제출기한 및 제출방법 : ‘입찰공고서’ 참조"",""line"":939}","ㅇ 제출기한 및 제출방법 : ‘입찰공고서’ 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출기한 및 제출방법 : ‘입찰공고서’ 참조’라고 안내되어 있습니다. 실제 값은 입찰공고서을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고서 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고서에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000093","제출 방식","external_reference","제출 기한 및 방법: 입찰공고문 참조","제출 기한 및 방법: 입찰공고문 참조","제출 기한 및 방법","body_sentence","{""document_id"":""RFP-000093"",""file"":""한국전기안전공사_전기안전 관제시스템 보안 모듈 개발 용역.md"",""heading"":""가. 제출 기한 및 방법: 입찰공고문 참조"",""line"":613}","가. 제출 기한 및 방법: 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출 기한 및 방법: 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000095","제출 방식","external_reference","제출방법 : 입찰공고문 참조","제출방법 : 입찰공고문 참조","제출방법","body_sentence","{""document_id"":""RFP-000095"",""file"":""한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.md"",""heading"":""### ◦ 제출방법 : 입찰공고문 참조"",""line"":2405}","### ◦ 제출방법 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제출방법 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000097","제출 방식","external_reference","제안서 제출방법 : 입찰공고문 참조","제안서 제출방법 : 입찰공고문 참조","제안서 제출방법","body_sentence","{""document_id"":""RFP-000097"",""file"":""한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.md"",""heading"":""◦ 제안서 제출방법 : 입찰공고문 참조"",""line"":1368}","◦ 제안서 제출방법 : 입찰공고문 참조","","semantic_reviewed","현재 문서에는 제출 방식의 실제 값 대신 ‘제안서 제출방법 : 입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","현재 문서에는 실제 값 대신 입찰공고문 확인 안내만 있어 정상 외부 참조로 분류","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출 방식 항목이 실제 값을 입찰공고문에 위임한 원문 문맥","extraction_failed","명확한 외부 자료 안내는 기술적 추출 실패가 아님"
"RFP-000028","컨소시엄 요건","conflict","본 사업은 원활한 계약이행과 안정적인 사업추진을 위해 공동수급을 불허하고 단독 형태로만 입찰에 참가할 수 있음
---
공동수급(컨소시엄) 및 하도급 : 허용","본 사업은 원활한 계약이행과 안정적인 사업추진을 위해 공동수급을 불허하고 단독 형태로만 입찰에 참가할 수 있음 --- 공동수급(컨소시엄) 및 하도급 : 허용","공동수급","body_table","{""document_id"":""RFP-000028"",""file"":""남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.md"",""heading"":""<tr><td>세부<br>내용</td><td>• 본 사업은 원활한 계약이행을 위한 긴밀한 업무협의와 안정적인 사업추진을 위해 공동수급을 불허하고, 단독 형태로만 입찰에 참가할 수 있음</td></tr>"",""line"":385}","<tr><td>세부<br>내용</td><td>• 본 사업은 원활한 계약이행을 위한 긴밀한 업무협의와 안정적인 사업추진을 위해 공동수급을 불허하고, 단독 형태로만 입찰에 참가할 수 있음</td></tr>
□ 공동수급(컨소시엄) 및 하도급 : 허용","[{""heading"":""□ 공동수급(컨소시엄) 및 하도급 : 허용"",""line"":669,""source_type"":""body_table""}]","semantic_reviewed","원문에서 컨소시엄 정책이 서로 다르게 기재되어 있습니다. L385에는 공동수급 불허·단독 입찰만 가능하다고 되어 있으나 L669에는 공동수급(컨소시엄) 허용으로 표시되어 있어 하나의 값으로 확정할 수 없습니다.","같은 현재 사업 문서에 공동수급 불허와 허용 정책이 각각 있어 둘 다 보존","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","요구사항 COR-008의 불허 정책과 입찰참가자격 절의 허용 정책이 서로 다름","하나의 정책만 선택","실제 원문 충돌이므로 두 문구와 두 위치 모두 필요"
"RFP-000022","필수 제출 서류","value_present","정량 제안서, 정성 제안서, 발표 자료(제안요약서) 각 1부","[""정량 제안서, 정성 제안서, 발표 자료(제안요약서) 각 1부""]","제출서류","body_sentence","{""document_id"":""RFP-000022"",""file"":""국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.md"",""heading"":""○ 정량 제안서, 정성 제안서, 발표 자료(제안요약서) 각 1부"",""line"":741}","○ 정량 제안서, 정성 제안서, 발표 자료(제안요약서) 각 1부
다. 제출서류 및 방법: 입찰공고서 참조(온라인 제출)
○ 제안서는 온라인 제출","[{""heading"":""다. 제출서류 및 방법: 입찰공고서 참조(온라인 제출)"",""line"":739,""source_type"":""body_sentence""},{""heading"":""○ 제안서는 온라인 제출"",""line"":743,""source_type"":""body_sentence""}]","semantic_reviewed","","입찰공고서 참조 바로 다음 줄의 실제 제출서류 목록을 우선하고 참조 위치를 보존","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰참가 등록 및 구비서류 절의 실제 서류 목록과 온라인 제출 문장","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000067","컨소시엄 요건","value_present","공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함","공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함","공동수급","body_table","{""document_id"": ""RFP-000067"", ""file"": ""한국가스공사_[재공고]차세대 통합정보시스템(ERP) 구축.md"", ""heading"": ""8) 프로젝트 관리 요구사항"", ""line"": 1701}","[PMR-007 공동수급] ❍ 공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함","[{""document_id"": ""RFP-000067"", ""file"": ""한국가스공사_[재공고]차세대 통합정보시스템(ERP) 구축.md"", ""heading"": ""8) 프로젝트 관리 요구사항"", ""line"": 1699, ""line_end"": 1702}]","semantic_reviewed","","공동수급으로 참여할 경우 적용되는 조건(주·부사업자 업무범위·책임한계 정의, 주사업자 조직 운영 방안 제시)이 요구사항 PMR-007 로 명시돼 있으므로 field_absent 가 아니라 value_present. 모든 참여자에게 공동수급이 필수라는 뜻은 아님(조건부 규정).","true","원문 직접 대조(md L1697~L1702)","정책 확정(2026-09-04)","Ⅱ. 과업 내용 > 1. 상세 요구사항 > 8) 프로젝트 관리 요구사항 표 PMR-007 '공동수급' — 정의: 프로젝트 참여사의 공동수급 관리","L370 요구사항 목록표(PMR-007 제목만) / L1953 하도급 사전 승인 문장(공동계약의 경우 공동수급체 구성원 포함)","제목 목록·하도급 조항의 부수적 언급이며 공동수급 조건 본문이 아님"
"RFP-000081","컨소시엄 요건","value_present","공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함; 전체 사업금액 대비 10%를 초과하여 하도급 하려는 경우 하수급인과 공동수급체를 구성하여 참여해야 하며, 공동수급체를 구성하지 못하는 불가피한 사정이 있는 경우 그 사유를 제시하여야 함","공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함; 전체 사업금액 대비 10%를 초과하여 하도급 하려는 경우 하수급인과 공동수급체를 구성하여 참여해야 하며, 공동수급체를 구성하지 못하는 불가피한 사정이 있는 경우 그 사유를 제시하여야 함","공동수급","body_table","{""document_id"": ""RFP-000081"", ""file"": ""한국생산기술연구원_2세대 전자조달시스템  기반구축사업.md"", ""heading"": ""9) 프로젝트 관리 요구사항(Project Management Requirement)"", ""line"": 765}","[PMR-02 공동수급형태의 제안] ○ 공동수급 형태로 제안할 경우 주사업자와 부사업자 간의 업무수행범위 및 책임한계를 상세히 정의하고 주사업자의 조직 운영 방안을 제시해야 함 / [PMR-05 하도급 관리방안] ○ 본 사업에서 전체 사업금액 대비 10%를 초과하여 하도급 하려는 경우, 『소프트웨어사업진흥법』제20조의3제4항에 따라 하수급인과 공동수급체를 구성하여 참여해야 하며, 공동수급체를 구성하지 못하는 불가피한 사정이 있는 경우 그 사유를 제시하여야 함","[{""document_id"": ""RFP-000081"", ""file"": ""한국생산기술연구원_2세대 전자조달시스템  기반구축사업.md"", ""heading"": ""9) 프로젝트 관리 요구사항(Project Management Requirement)"", ""line"": 760, ""line_end"": 768}, {""document_id"": ""RFP-000081"", ""file"": ""한국생산기술연구원_2세대 전자조달시스템  기반구축사업.md"", ""heading"": ""9) 프로젝트 관리 요구사항(Project Management Requirement)"", ""line"": 795, ""line_end"": 795}]","semantic_reviewed","","PMR-02 가 공동수급 제안 시 조건을, PMR-05 가 10% 초과 하도급 시 공동수급체 구성 의무(조건부)를 명시하므로 value_present. 일반적으로 공동수급이 무조건 필수라는 뜻은 아님.","true","원문 직접 대조(md L760~L768, L795)","정책 확정(2026-09-04)","Ⅱ. 과업내용 > 9) 프로젝트 관리 요구사항 표 PMR-02 '공동수급형태의 제안'(정의: 공동수급형태 구성 요건) 및 PMR-05 '하도급 관리방안' 세부내용","L254 요구사항 목록표 / L1298~1299 제안사(컨소시엄 포함) 조직 서식 / L1330·1406·1481·1519·1996 평가표·서식 언급","목록·서식·평가표의 부수적 언급이며 공동수급 조건 본문이 아님"
